RL2022-2023,Jugador2022-2023,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,90 s2022-2023,Toques2022-2023,Def. pen.2022-2023,3.º def.2022-2023,3.º cent.2022-2023,3.º ataq.2022-2023,Ataq. pen.2022-2023,Balón vivo2022-2023,Att2022-2023,Succ2022-2023,Exitosa%2022-2023,Tkld2022-2023,Tkld%2022-2023,Transportes2022-2023,Dist. tot.2022-2023,Dist. prg.2022-2023,PrgC2022-2023,1/32022-2023,TAP2022-2023,Errores de control2022-2023,Des2022-2023,Rec2022-2023,PrgR2022-2023
1431,Tom Krauß,de GER,CC,Schalke 04,de Bundesliga,21,2001,27.9,1140.0,55.0,313.0,612.0,241.0,16.0,1140.0,33.0,20.0,60.6,12.0,36.4,466.0,2630.0,1272.0,35.0,26.0,2.0,26.0,31.0,431.0,38.0
1432,Julian Kristoffersen,no NOR,DL,Salernitana,it Serie A,25,1997,0.2,4.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0
1433,Raimonds Krollis,lv LVA,"DL,DF",Spezia,it Serie A,20,2001,0.4,16.0,0.0,2.0,5.0,9.0,2.0,16.0,1.0,0.0,0.0,1.0,100.0,8.0,54.0,11.0,1.0,0.0,0.0,1.0,1.0,11.0,4.0
1434,Toni Kroos,de GER,CC,Real Madrid,es La Liga,32,1990,23.9,2633.0,58.0,531.0,1618.0,506.0,18.0,2633.0,26.0,9.0,34.6,10.0,38.5,1796.0,8015.0,4384.0,51.0,41.0,3.0,10.0,12.0,2106.0,38.0
1435,Rade Krunić,ba BIH,CC,Milan,it Serie A,28,1993,18.4,1115.0,43.0,284.0,673.0,171.0,24.0,1115.0,26.0,19.0,73.1,4.0,15.4,659.0,3562.0,1910.0,31.0,27.0,2.0,10.0,8.0,728.0,21.0
1436,Max Kruse,de GER,"CC,DL",Wolfsburg,de Bundesliga,34,1988,3.0,144.0,2.0,11.0,62.0,72.0,18.0,144.0,4.0,2.0,50.0,2.0,50.0,68.0,317.0,146.0,4.0,3.0,1.0,4.0,3.0,105.0,30.0
1437,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,29,1992,18.2,1017.0,78.0,345.0,486.0,191.0,20.0,1017.0,8.0,5.0,62.5,3.0,37.5,419.0,1778.0,776.0,11.0,10.0,1.0,13.0,2.0,515.0,50.0
1438,Takefusa Kubo,jp JPN,"DL,CC",Real Sociedad,es La Liga,21,2001,27.1,1240.0,6.0,94.0,431.0,736.0,141.0,1240.0,117.0,49.0,41.9,50.0,42.7,841.0,5895.0,3281.0,117.0,60.0,66.0,90.0,42.0,929.0,239.0
1439,Dejan Kulusevski,se SWE,"CC,DL",Tottenham,eng Premier League,22,2000,23.0,1048.0,26.0,156.0,394.0,528.0,107.0,1048.0,110.0,50.0,45.5,52.0,47.3,675.0,4897.0,2507.0,87.0,46.0,48.0,78.0,52.0,711.0,195.0
1440,Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,17,2005,14.7,991.0,36.0,271.0,463.0,262.0,22.0,991.0,42.0,16.0,38.1,24.0,57.1,644.0,3390.0,1567.0,16.0,31.0,3.0,16.0,14.0,570.0,84.0
1441,Marash Kumbulla,al ALB,DF,Roma,it Serie A,22,2000,2.9,204.0,15.0,102.0,100.0,5.0,2.0,204.0,0.0,0.0,0.0,0.0,0.0,136.0,615.0,316.0,2.0,1.0,0.0,2.0,0.0,155.0,1.0
1442,Pierre Kunde,cm CMR,"CC,DL",Bochum,de Bundesliga,27,1995,4.2,265.0,11.0,60.0,155.0,57.0,3.0,265.0,9.0,5.0,55.6,4.0,44.4,123.0,671.0,312.0,6.0,7.0,0.0,11.0,2.0,122.0,1.0
1443,Alou Kuol,au AUS,DL,Stuttgart,de Bundesliga,21,2000,0.1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1444,Layvin Kurzawa,fr FRA,DF,Fulham,eng Premier League,29,1992,1.5,64.0,8.0,35.0,18.0,11.0,0.0,64.0,4.0,2.0,50.0,2.0,50.0,29.0,100.0,20.0,1.0,0.0,0.0,3.0,1.0,24.0,2.0
1445,Khvicha Kvaratskhelia,ge GEO,DL,Napoli,it Serie A,21,2001,28.0,1548.0,8.0,110.0,486.0,976.0,175.0,1546.0,199.0,75.0,37.7,107.0,53.8,1054.0,6935.0,3699.0,139.0,62.0,84.0,63.0,48.0,1221.0,291.0
1446,Grejohn Kyei,fr FRA,DL,Clermont Foot,fr Ligue 1,26,1995,24.8,840.0,28.0,60.0,457.0,333.0,98.0,834.0,73.0,39.0,53.4,31.0,42.5,617.0,3373.0,1004.0,27.0,20.0,13.0,95.0,48.0,670.0,160.0
1447,Daniel Kyereh,gh GHA,"CC,DL",Freiburg,de Bundesliga,26,1996,6.2,261.0,8.0,36.0,113.0,115.0,16.0,261.0,11.0,3.0,27.3,7.0,63.6,147.0,642.0,183.0,5.0,6.0,1.0,21.0,12.0,178.0,24.0
2897,Giorgos Kyriakopoulos,gr GRE,"DF,DL",Bologna,it Serie A,26,1996,16.3,995.0,34.0,277.0,381.0,349.0,25.0,995.0,48.0,25.0,109.9,19.0,71.9,605.0,3610.0,2082.0,38.0,30.0,6.0,27.0,26.0,664.0,96.0
1450,César de la Hoz,es ESP,CC,Almería,es La Liga,30,1992,18.6,723.0,54.0,247.0,427.0,51.0,10.0,723.0,8.0,4.0,50.0,4.0,50.0,324.0,1233.0,543.0,3.0,5.0,0.0,12.0,4.0,391.0,6.0
1451,Luca de la Torre,us USA,CC,Celta Vigo,es La Liga,24,1998,16.5,774.0,13.0,122.0,371.0,291.0,31.0,774.0,21.0,12.0,57.1,8.0,38.1,520.0,3249.0,1568.0,55.0,48.0,4.0,32.0,12.0,542.0,73.0
1452,Rémy Labeau Lascary,gp GLP,"DL,CC",Lens,fr Ligue 1,19,2003,1.4,55.0,1.0,9.0,15.0,31.0,12.0,55.0,7.0,2.0,28.6,5.0,71.4,40.0,294.0,98.0,3.0,1.0,0.0,8.0,3.0,40.0,16.0
2907,Gaëtan Laborde,fr FRA,DL,Nice,fr Ligue 1,28,1994,30.6,1123.0,23.0,112.0,464.0,558.0,177.0,1122.0,57.0,28.0,147.3,27.0,49.1,761.0,4370.0,1873.0,62.0,44.0,25.0,80.0,33.0,755.0,216.0
1455,Alexandre Lacazette,fr FRA,DL,Lyon,fr Ligue 1,31,1991,32.5,1272.0,13.0,81.0,495.0,704.0,210.0,1264.0,76.0,38.0,50.0,28.0,36.8,948.0,4339.0,1466.0,40.0,25.0,18.0,65.0,46.0,929.0,227.0
1456,Qazim Laçi,al ALB,CC,Ajaccio,fr Ligue 1,26,1996,2.4,171.0,3.0,20.0,109.0,44.0,1.0,171.0,4.0,2.0,50.0,1.0,25.0,118.0,585.0,207.0,0.0,3.0,0.0,1.0,0.0,109.0,4.0
1457,Maxence Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,22,2000,18.1,1298.0,160.0,690.0,586.0,29.0,9.0,1298.0,8.0,7.0,87.5,1.0,12.5,777.0,3937.0,2250.0,15.0,9.0,0.0,10.0,6.0,833.0,4.0
1458,Alban Lafont,fr FRA,PO,Nantes,fr Ligue 1,23,1999,37.0,1312.0,1112.0,1309.0,4.0,0.0,0.0,1312.0,3.0,1.0,33.3,2.0,66.7,864.0,4528.0,2496.0,1.0,0.0,0.0,2.0,0.0,547.0,0.0
1459,Aïssa Laïdouni,tn TUN,CC,Union Berlin,de Bundesliga,25,1996,9.7,433.0,16.0,94.0,220.0,129.0,8.0,433.0,30.0,14.0,46.7,14.0,46.7,280.0,1145.0,522.0,10.0,8.0,0.0,22.0,8.0,267.0,25.0
1460,Konrad Laimer,at AUT,CC,RB Leipzig,de Bundesliga,25,1997,16.3,985.0,26.0,203.0,553.0,249.0,38.0,985.0,56.0,32.0,57.1,18.0,32.1,611.0,3339.0,1895.0,51.0,29.0,10.0,35.0,22.0,645.0,52.0
1461,Stefan Lainer,at AUT,DF,M'Gladbach,de Bundesliga,29,1992,9.1,720.0,37.0,203.0,383.0,136.0,20.0,720.0,11.0,2.0,18.2,8.0,72.7,382.0,1792.0,908.0,23.0,8.0,5.0,12.0,4.0,477.0,39.0
1462,Kenny Lala,fr FRA,DF,Brest,fr Ligue 1,30,1991,15.7,1029.0,62.0,368.0,463.0,215.0,8.0,1029.0,25.0,12.0,48.0,12.0,48.0,623.0,3493.0,1612.0,24.0,22.0,0.0,12.0,10.0,520.0,30.0
1463,Adam Lallana,eng ENG,"CC,DL",Brighton,eng Premier League,34,1988,8.0,373.0,6.0,43.0,180.0,151.0,33.0,373.0,6.0,3.0,50.0,3.0,50.0,206.0,839.0,420.0,10.0,4.0,4.0,15.0,11.0,295.0,43.0
1464,Vassilis Lambropoulos,gr GRE,DF,Bochum,de Bundesliga,32,1990,7.0,329.0,51.0,174.0,141.0,19.0,13.0,329.0,1.0,0.0,0.0,0.0,0.0,121.0,567.0,233.0,1.0,1.0,0.0,4.0,1.0,129.0,0.0
1465,Érik Lamela,ar ARG,"DL,CC",Sevilla,es La Liga,30,1992,20.5,1038.0,3.0,105.0,397.0,550.0,108.0,1038.0,75.0,33.0,44.0,34.0,45.3,656.0,4074.0,1907.0,66.0,51.0,28.0,55.0,50.0,751.0,162.0
1466,Mohamed Lamine Bayo,gn GUI,"DL,CC",Lille,fr Ligue 1,24,1998,7.2,191.0,2.0,7.0,70.0,117.0,39.0,191.0,15.0,10.0,66.7,3.0,20.0,140.0,769.0,271.0,8.0,7.0,5.0,21.0,13.0,150.0,48.0
2935,Sam Lammers,nl NED,DL,Sampdoria,it Serie A,25,1997,22.0,767.0,27.0,73.0,365.0,342.0,93.0,767.0,52.0,26.0,98.7,24.0,93.6,453.0,2177.0,869.0,26.0,23.0,12.0,90.0,32.0,603.0,132.0
1469,Tariq Lamptey,gh GHA,DF,Brighton,eng Premier League,21,2000,5.0,376.0,15.0,80.0,138.0,161.0,17.0,376.0,28.0,8.0,28.6,13.0,46.4,232.0,1451.0,808.0,28.0,12.0,7.0,16.0,2.0,256.0,58.0
1470,Manuel Lanzini,ar ARG,"CC,DL",West Ham,eng Premier League,29,1993,2.8,192.0,3.0,32.0,111.0,50.0,3.0,192.0,3.0,1.0,33.3,0.0,0.0,116.0,524.0,203.0,2.0,6.0,0.0,2.0,3.0,150.0,6.0
1471,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,28,1994,11.0,1036.0,85.0,335.0,538.0,166.0,13.0,1036.0,4.0,2.0,50.0,1.0,25.0,702.0,4015.0,2882.0,30.0,44.0,0.0,3.0,0.0,806.0,11.0
1472,Julien Laporte,fr FRA,DF,Lorient,fr Ligue 1,28,1993,18.4,1005.0,230.0,578.0,411.0,17.0,6.0,1005.0,1.0,1.0,100.0,0.0,0.0,709.0,3935.0,2026.0,4.0,5.0,0.0,5.0,2.0,671.0,0.0
1473,Cyle Larin,ca CAN,DL,Valladolid,es La Liga,27,1995,16.3,472.0,21.0,48.0,189.0,242.0,89.0,470.0,26.0,10.0,38.5,15.0,57.7,304.0,1538.0,607.0,25.0,15.0,11.0,65.0,36.0,370.0,72.0
1474,Juan Larios,es ESP,DF,Southampton,eng Premier League,18,2004,1.7,106.0,10.0,32.0,55.0,20.0,2.0,106.0,4.0,3.0,75.0,1.0,25.0,38.0,338.0,201.0,10.0,2.0,1.0,3.0,2.0,47.0,1.0
1475,Yasser Larouci,dz ALG,"DF,CC",Troyes,fr Ligue 1,21,2001,20.0,1073.0,72.0,324.0,485.0,289.0,26.0,1073.0,87.0,38.0,43.7,42.0,48.3,730.0,5119.0,2569.0,72.0,49.0,14.0,43.0,37.0,643.0,113.0
1476,Jordan Larsson,se SWE,"DL,CC",Schalke 04,de Bundesliga,25,1997,5.1,173.0,2.0,20.0,90.0,67.0,12.0,173.0,13.0,4.0,30.8,7.0,53.8,91.0,508.0,164.0,5.0,3.0,1.0,4.0,7.0,106.0,29.0
1477,Kevin Lasagna,it ITA,"DL,CC",Hellas Verona,it Serie A,29,1992,17.5,482.0,15.0,62.0,182.0,249.0,67.0,482.0,38.0,13.0,34.2,18.0,47.4,267.0,1736.0,747.0,36.0,23.0,14.0,53.0,34.0,317.0,105.0
1478,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,28,1993,2.4,118.0,27.0,68.0,47.0,4.0,4.0,118.0,0.0,0.0,0.0,0.0,0.0,64.0,269.0,103.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0
1479,Juanmi Latasa,es ESP,DL,Getafe,es La Liga,21,2001,5.0,240.0,8.0,16.0,115.0,110.0,27.0,240.0,7.0,2.0,28.6,4.0,57.1,107.0,323.0,52.0,0.0,2.0,0.0,24.0,9.0,178.0,33.0
1480,Toni Lato,es ESP,"DF,CC",Valencia,es La Liga,24,1997,10.2,583.0,22.0,149.0,247.0,191.0,18.0,583.0,10.0,7.0,70.0,2.0,20.0,280.0,1402.0,794.0,18.0,15.0,2.0,8.0,2.0,346.0,47.0
1481,Danny Latza,de GER,CC,Schalke 04,de Bundesliga,32,1989,9.5,503.0,16.0,142.0,257.0,111.0,15.0,503.0,13.0,4.0,30.8,8.0,61.5,244.0,1080.0,561.0,11.0,3.0,1.0,7.0,8.0,282.0,15.0
2965,Armand Lauriente,fr FRA,DL,Sassuolo,it Serie A,23,1998,27.2,1236.0,7.0,107.0,444.0,718.0,125.0,1235.0,157.0,78.0,128.10000000000002,60.0,48.0,865.0,6895.0,3631.0,141.0,73.0,55.0,60.0,57.0,903.0,284.0
1484,Roméo Lavia,be BEL,CC,Southampton,eng Premier League,18,2004,24.7,1288.0,58.0,298.0,828.0,177.0,1.0,1288.0,50.0,28.0,56.0,13.0,26.0,804.0,4275.0,1903.0,22.0,21.0,0.0,24.0,31.0,794.0,14.0
1485,Lázaro,br BRA,"DL,CC",Almería,es La Liga,20,2002,8.0,321.0,4.0,27.0,138.0,162.0,38.0,321.0,28.0,15.0,53.6,13.0,46.4,208.0,1424.0,665.0,23.0,21.0,3.0,18.0,11.0,236.0,59.0
1486,Valentino Lazaro,at AUT,DF,Torino,it Serie A,26,1996,15.3,1017.0,38.0,200.0,433.0,394.0,23.0,1017.0,35.0,16.0,45.7,13.0,37.1,496.0,2428.0,1262.0,44.0,25.0,8.0,16.0,4.0,607.0,84.0
1487,Marko Lazetić,rs SRB,DL,Milan,it Serie A,18,2004,0.1,4.0,0.0,0.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0
1488,Darko Lazović,rs SRB,"CC,DF",Hellas Verona,it Serie A,31,1990,24.9,1052.0,26.0,197.0,411.0,461.0,67.0,1052.0,54.0,19.0,35.2,30.0,55.6,542.0,3366.0,1943.0,72.0,37.0,21.0,38.0,14.0,620.0,167.0
1489,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,28,1993,20.9,1380.0,52.0,433.0,657.0,310.0,27.0,1380.0,41.0,18.0,43.9,18.0,43.9,789.0,5925.0,3933.0,98.0,62.0,15.0,25.0,3.0,921.0,74.0
1490,Théo Le Bris,fr FRA,"CC,DF",Lorient,fr Ligue 1,19,2002,16.1,792.0,34.0,211.0,323.0,265.0,48.0,792.0,38.0,15.0,39.5,23.0,60.5,556.0,3435.0,1566.0,51.0,31.0,20.0,21.0,10.0,503.0,103.0
1491,Julien Le Cardinal,fr FRA,DF,Lens,fr Ligue 1,24,1997,1.8,153.0,8.0,28.0,69.0,57.0,5.0,153.0,4.0,2.0,50.0,1.0,25.0,103.0,593.0,232.0,4.0,9.0,0.0,4.0,2.0,96.0,13.0
1492,Jérémy Le Douaron,fr FRA,"CC,DL",Brest,fr Ligue 1,24,1998,23.0,718.0,27.0,92.0,300.0,341.0,86.0,718.0,74.0,22.0,29.7,40.0,54.1,490.0,3359.0,976.0,38.0,22.0,13.0,73.0,34.0,512.0,132.0
1493,Enzo Le Fée,fr FRA,CC,Lorient,fr Ligue 1,22,2000,33.6,2611.0,89.0,558.0,1422.0,675.0,35.0,2611.0,155.0,68.0,43.9,67.0,43.2,1970.0,12115.0,5413.0,96.0,90.0,13.0,74.0,55.0,1798.0,105.0
1494,Vincent Le Goff,fr FRA,DF,Lorient,fr Ligue 1,32,1989,37.0,2358.0,173.0,848.0,1158.0,371.0,31.0,2358.0,32.0,12.0,37.5,14.0,43.8,1584.0,8872.0,4688.0,69.0,57.0,4.0,18.0,12.0,1423.0,84.0
1495,Maxime Le Marchand,fr FRA,DF,Strasbourg,fr Ligue 1,32,1989,22.4,1405.0,177.0,627.0,720.0,74.0,12.0,1405.0,17.0,15.0,88.2,1.0,5.9,969.0,5240.0,2725.0,10.0,19.0,0.0,11.0,4.0,854.0,4.0
1496,Robin Le Normand,es ESP,DF,Real Sociedad,es La Liga,25,1996,31.1,1976.0,242.0,946.0,988.0,53.0,21.0,1976.0,2.0,2.0,100.0,0.0,0.0,1200.0,6631.0,3761.0,26.0,11.0,0.0,8.0,9.0,1272.0,2.0
1497,Rafael Leão,pt POR,"DL,CC",Milan,it Serie A,23,1999,26.9,1195.0,10.0,66.0,487.0,672.0,144.0,1195.0,171.0,77.0,45.0,76.0,44.4,804.0,7464.0,3808.0,136.0,113.0,64.0,69.0,38.0,924.0,235.0
1498,Paolo Lebas,fr FRA,CC,Ajaccio,fr Ligue 1,19,2003,0.6,18.0,0.0,2.0,12.0,4.0,0.0,18.0,1.0,1.0,100.0,0.0,0.0,13.0,44.0,15.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0
1499,Jean-Louis Leca,fr FRA,PO,Lens,fr Ligue 1,36,1985,1.0,42.0,40.0,42.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,29.0,130.0,31.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0
3001,Benjamin Lecomte,fr FRA,PO,Espanyol,es La Liga,31,1991,29.0,996.0,795.0,984.0,13.0,0.0,0.0,996.0,1.0,1.0,100.0,0.0,0.0,550.0,3262.0,2101.0,0.0,0.0,0.0,0.0,0.0,381.0,0.0
1502,Jeremías Ledesma,ar ARG,PO,Cádiz,es La Liga,29,1993,34.0,1221.0,1001.0,1209.0,9.0,3.0,3.0,1221.0,4.0,4.0,100.0,0.0,0.0,602.0,3956.0,2788.0,0.0,1.0,0.0,1.0,0.0,372.0,0.0
1503,Pierre Lees-Melou,fr FRA,CC,Brest,fr Ligue 1,29,1993,30.7,1840.0,116.0,576.0,1000.0,300.0,19.0,1840.0,44.0,22.0,50.0,12.0,27.3,1309.0,7903.0,3555.0,33.0,44.0,7.0,30.0,20.0,1089.0,45.0
1504,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,23,1999,25.0,1626.0,200.0,765.0,765.0,110.0,20.0,1626.0,5.0,1.0,20.0,1.0,20.0,895.0,4279.0,2430.0,19.0,18.0,1.0,20.0,10.0,962.0,14.0
1505,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,24,1998,7.4,405.0,42.0,188.0,205.0,12.0,2.0,405.0,1.0,0.0,0.0,1.0,100.0,203.0,957.0,443.0,5.0,0.0,1.0,5.0,1.0,225.0,1.0
1506,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,31,1991,28.5,1666.0,187.0,804.0,789.0,86.0,21.0,1666.0,7.0,4.0,57.1,2.0,28.6,956.0,4325.0,2516.0,8.0,9.0,0.0,6.0,1.0,1052.0,3.0
1507,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,29,1993,14.7,951.0,45.0,265.0,450.0,249.0,13.0,951.0,22.0,11.0,50.0,9.0,40.9,521.0,2856.0,1643.0,42.0,25.0,6.0,17.0,3.0,506.0,59.0
1508,Thomas Lemar,fr FRA,CC,Atlético Madrid,es La Liga,26,1995,13.9,936.0,17.0,148.0,483.0,316.0,23.0,936.0,44.0,21.0,47.7,15.0,34.1,607.0,3165.0,1620.0,36.0,36.0,3.0,20.0,19.0,744.0,79.0
1509,Félix Lemaréchal,fr FRA,CC,Brest,fr Ligue 1,18,2003,3.2,143.0,0.0,21.0,67.0,58.0,5.0,143.0,10.0,3.0,30.0,6.0,60.0,98.0,744.0,266.0,5.0,13.0,3.0,5.0,10.0,93.0,9.0
1510,Dexter Lembikisa,jm JAM,DF,Wolves,eng Premier League,18,2003,0.3,13.0,0.0,3.0,7.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,7.0,29.0,21.0,2.0,0.0,0.0,0.0,0.0,8.0,3.0
3023,Mario Lemina,ga GAB,CC,Wolves,eng Premier League,28,1993,23.700000000000003,1518.0,106.0,496.0,881.0,154.0,10.0,1518.0,34.0,22.0,129.9,8.0,48.0,993.0,4907.0,2227.0,20.0,20.0,0.0,17.0,9.0,1070.0,19.0
1513,Tim Lemperle,de GER,"DL,CC",Köln,de Bundesliga,20,2002,1.5,85.0,4.0,13.0,37.0,38.0,9.0,85.0,8.0,3.0,37.5,5.0,62.5,49.0,234.0,82.0,1.0,2.0,2.0,6.0,6.0,53.0,16.0
1514,Clément Lenglet,fr FRA,DF,Tottenham,eng Premier League,27,1995,22.4,1666.0,178.0,805.0,761.0,107.0,17.0,1666.0,12.0,7.0,58.3,4.0,33.3,1142.0,5666.0,3561.0,33.0,27.0,1.0,12.0,8.0,1256.0,7.0
1515,Bernd Leno,de GER,PO,Fulham,eng Premier League,30,1992,36.0,1499.0,1188.0,1492.0,7.0,0.0,0.0,1499.0,0.0,0.0,0.0,0.0,0.0,857.0,4060.0,2355.0,0.0,0.0,0.0,1.0,0.0,752.0,0.0
1516,Christopher Lenz,de GER,DF,Eint Frankfurt,de Bundesliga,27,1994,14.3,966.0,51.0,249.0,439.0,288.0,19.0,966.0,14.0,11.0,78.6,2.0,14.3,465.0,2346.0,1297.0,30.0,24.0,3.0,11.0,5.0,517.0,67.0
1517,Donovan Léon,gf GUF,PO,Auxerre,fr Ligue 1,29,1992,2.0,86.0,80.0,86.0,0.0,0.0,0.0,86.0,1.0,1.0,100.0,0.0,0.0,51.0,305.0,142.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0
1518,Sergio León,es ESP,DL,Valladolid,es La Liga,33,1989,14.8,345.0,5.0,26.0,159.0,170.0,49.0,343.0,30.0,10.0,33.3,17.0,56.7,210.0,1122.0,563.0,21.0,16.0,6.0,45.0,17.0,242.0,75.0
1519,Johann Lepenant,fr FRA,CC,Lyon,fr Ligue 1,19,2002,21.5,1543.0,35.0,315.0,932.0,309.0,18.0,1543.0,48.0,21.0,43.8,21.0,43.8,1226.0,5661.0,2144.0,20.0,37.0,2.0,40.0,28.0,1107.0,44.0
1520,Mehdi Léris,dz ALG,"CC,DF",Sampdoria,it Serie A,24,1998,27.3,1296.0,51.0,263.0,592.0,464.0,78.0,1296.0,69.0,29.0,42.0,31.0,44.9,742.0,3782.0,1647.0,56.0,31.0,13.0,80.0,48.0,874.0,165.0
1521,Jefferson Lerma,co COL,CC,Bournemouth,eng Premier League,27,1994,36.1,1934.0,165.0,587.0,1030.0,338.0,44.0,1934.0,23.0,13.0,56.5,9.0,39.1,946.0,3761.0,1861.0,22.0,32.0,1.0,24.0,17.0,1162.0,30.0
1522,Benjamin Leroy,fr FRA,PO,Ajaccio,fr Ligue 1,33,1989,31.1,952.0,747.0,950.0,2.0,0.0,0.0,952.0,0.0,0.0,0.0,0.0,0.0,532.0,3273.0,1644.0,0.0,0.0,0.0,3.0,0.0,314.0,0.0
1523,Léo Leroy,fr FRA,CC,Montpellier,fr Ligue 1,22,2000,13.2,692.0,23.0,184.0,401.0,123.0,19.0,692.0,30.0,11.0,36.7,15.0,50.0,467.0,2520.0,1176.0,14.0,15.0,3.0,27.0,14.0,398.0,25.0
1524,Alexandre Letellier,fr FRA,PO,Paris S-G,fr Ligue 1,31,1990,0.1,4.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1525,Ruan Levine,br BRA,"CC,DL",Ajaccio,fr Ligue 1,23,1999,0.3,23.0,0.0,4.0,9.0,10.0,3.0,23.0,2.0,2.0,100.0,0.0,0.0,20.0,103.0,39.0,0.0,2.0,0.0,2.0,2.0,16.0,4.0
1526,Robert Lewandowski,pl POL,DL,Barcelona,es La Liga,33,1988,31.6,1155.0,17.0,41.0,432.0,694.0,210.0,1154.0,59.0,30.0,50.8,26.0,44.1,781.0,3757.0,1361.0,52.0,38.0,25.0,94.0,50.0,998.0,248.0
1527,Jamie Leweling,de GER,"DL,CC",Union Berlin,de Bundesliga,21,2001,2.9,123.0,0.0,12.0,33.0,82.0,18.0,123.0,25.0,5.0,20.0,17.0,68.0,87.0,727.0,167.0,8.0,11.0,2.0,14.0,8.0,89.0,24.0
1528,Jamal Lewis,nir NIR,"DF,DL",Newcastle Utd,eng Premier League,24,1998,0.1,15.0,0.0,6.0,4.0,5.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,10.0,0.0,1.0,0.0,0.0,0.0,13.0,1.0
1529,Rico Lewis,eng ENG,"DF,CC",Manchester City,eng Premier League,17,2004,10.0,742.0,26.0,133.0,416.0,199.0,12.0,742.0,14.0,8.0,57.1,3.0,21.4,511.0,2555.0,1390.0,22.0,24.0,3.0,7.0,13.0,593.0,26.0
1530,Keane Lewis-Potter,eng ENG,"DL,CC",Brentford,eng Premier League,21,2001,3.6,138.0,4.0,24.0,48.0,69.0,18.0,138.0,14.0,4.0,28.6,10.0,71.4,93.0,652.0,336.0,8.0,6.0,3.0,11.0,8.0,91.0,39.0
1531,Dimitri Liénard,fr FRA,"DF,CC",Strasbourg,fr Ligue 1,34,1988,17.1,1169.0,35.0,291.0,514.0,379.0,9.0,1169.0,27.0,10.0,37.0,15.0,55.6,733.0,3725.0,1516.0,24.0,39.0,2.0,28.0,10.0,664.0,111.0
1532,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,26,1996,27.8,1864.0,220.0,999.0,812.0,63.0,20.0,1864.0,8.0,4.0,50.0,0.0,0.0,1126.0,7190.0,3580.0,16.0,12.0,2.0,19.0,1.0,1206.0,4.0
1533,Matthijs de Ligt,nl NED,DF,Bayern Munich,de Bundesliga,22,1999,26.7,2322.0,205.0,1018.0,1183.0,132.0,39.0,2322.0,4.0,0.0,0.0,4.0,100.0,1592.0,7491.0,3942.0,17.0,12.0,0.0,11.0,3.0,1704.0,14.0
1534,Dimitris Limnios,gr GRE,DL,Köln,de Bundesliga,24,1998,0.4,28.0,0.0,2.0,10.0,16.0,3.0,28.0,2.0,2.0,100.0,0.0,0.0,18.0,98.0,54.0,2.0,0.0,0.0,0.0,1.0,18.0,7.0
1535,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,28,1994,15.2,1074.0,145.0,550.0,491.0,35.0,5.0,1074.0,3.0,2.0,66.7,1.0,33.3,652.0,3094.0,1529.0,3.0,4.0,0.0,1.0,2.0,739.0,1.0
1536,Jesper Lindstrøm,dk DEN,"CC,DL",Eint Frankfurt,de Bundesliga,22,2000,18.7,791.0,12.0,106.0,316.0,383.0,94.0,791.0,86.0,28.0,32.6,52.0,60.5,440.0,2951.0,1473.0,65.0,41.0,40.0,65.0,34.0,507.0,136.0
1537,Karol Linetty,pl POL,CC,Torino,it Serie A,27,1995,21.0,1175.0,37.0,213.0,708.0,260.0,21.0,1175.0,22.0,7.0,31.8,13.0,59.1,625.0,3132.0,1657.0,27.0,24.0,3.0,27.0,11.0,767.0,32.0
