RL2022-2023,Jugador2022-2023,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,90 s2022-2023,Int.2022-2023,Balón vivo2022-2023,Balón muerto2022-2023,FK2022-2023,PL2022-2023,Camb.2022-2023,Pcz2022-2023,Lanz.2022-2023,SE2022-2023,Dentro2022-2023,Fuera2022-2023,Rect.2022-2023,Cmp2022-2023,PA2022-2023,Bloqueos2022-2023
1243,Samuel Iling-Junior,eng ENG,"DF,DL",Juventus,it Serie A,18,2003,3.5,123.0,119.0,4.0,1.0,1.0,0.0,12,1.0,2.0,0.0,2.0,0.0,96.0,0.0,2.0
2489,Emirhan İlkhan,tr TUR,CC,Torino,it Serie A,18,2004,2.3,106.0,100.0,6.0,4.0,0.0,3.0,4,0.0,2.0,0.0,2.0,0.0,89.0,0.0,2.0
1246,Asier Illarramendi,es ESP,CC,Real Sociedad,es La Liga,32,1990,12.0,640.0,607.0,29.0,18.0,0.0,3.0,6,5.0,3.0,0.0,2.0,0.0,545.0,4.0,10.0
1247,Ciro Immobile,it ITA,DL,Lazio,it Serie A,32,1990,24.7,629.0,605.0,19.0,0.0,5.0,2.0,5,8.0,0.0,0.0,0.0,0.0,472.0,5.0,25.0
2497,Danny Ings,eng ENG,DL,West Ham,eng Premier League,30,1992,17.799999999999997,310.0,298.0,12.0,0.0,7.0,1.0,4,0.0,0.0,0.0,0.0,0.0,206.0,0.0,14.0
1250,Marcus Ingvartsen,dk DEN,"DL,CC",Mainz 05,de Bundesliga,26,1996,14.6,350.0,336.0,12.0,1.0,1.0,0.0,6,1.0,0.0,0.0,0.0,0.0,231.0,2.0,15.0
1251,Bonke Innocent,ng NGA,CC,Lorient,fr Ligue 1,26,1996,13.1,577.0,568.0,9.0,8.0,0.0,4.0,0,1.0,0.0,0.0,0.0,0.0,515.0,0.0,5.0
2505,Alexander Isak,se SWE,DL,Newcastle Utd,eng Premier League,22,1999,18.599999999999998,398.0,363.0,29.0,1.0,8.0,2.0,9,4.0,1.0,0.0,0.0,0.0,296.0,6.0,14.0
1254,Isco,es ESP,"CC,DL",Sevilla,es La Liga,30,1992,8.9,417.0,371.0,42.0,25.0,3.0,5.0,18,2.0,11.0,2.0,7.0,0.0,346.0,4.0,4.0
1255,Ismaily,br BRA,DF,Lille,fr Ligue 1,32,1990,19.8,1153.0,972.0,179.0,21.0,1.0,1.0,15,158.0,0.0,0.0,0.0,0.0,938.0,2.0,37.0
1256,Ardian Ismajli,al ALB,DF,Empoli,it Serie A,25,1996,23.3,1029.0,980.0,48.0,28.0,1.0,5.0,0,2.0,0.0,0.0,0.0,0.0,871.0,1.0,14.0
1257,Ko Itakura,jp JPN,DF,M'Gladbach,de Bundesliga,25,1997,22.0,1568.0,1528.0,38.0,33.0,1.0,2.0,2,5.0,0.0,0.0,0.0,0.0,1424.0,2.0,7.0
1258,Hiroki Ito,jp JPN,DF,Stuttgart,de Bundesliga,23,1999,28.5,2100.0,1933.0,159.0,80.0,1.0,36.0,53,60.0,17.0,12.0,5.0,0.0,1708.0,8.0,24.0
1259,Junya Ito,jp JPN,DL,Reims,fr Ligue 1,29,1993,32.4,1125.0,1005.0,112.0,18.0,22.0,3.0,198,15.0,73.0,15.0,40.0,0.0,708.0,8.0,42.0
1260,Diego Iturralde,es ESP,DF,Sevilla,es La Liga,19,2003,0.5,13.0,10.0,3.0,1.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
1261,Andreas Ivan,ro ROU,CC,Schalke 04,de Bundesliga,27,1995,0.5,11.0,10.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0
1262,Mihailo Ivanović,rs SRB,DL,Sampdoria,it Serie A,17,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1263,Daniel Iversen,dk DEN,PO,Leicester City,eng Premier League,25,1997,12.0,377.0,214.0,161.0,47.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,212.0,2.0,1.0
1264,Alex Iwobi,ng NGA,"CC,DL",Everton,eng Premier League,26,1996,37.5,1536.0,1469.0,58.0,3.0,14.0,13.0,104,31.0,17.0,14.0,1.0,0.0,1154.0,9.0,46.0
1265,Armando Izzo,it ITA,DF,Monza,it Serie A,30,1992,27.4,1597.0,1495.0,96.0,67.0,1.0,19.0,7,25.0,0.0,0.0,0.0,0.0,1389.0,6.0,8.0
1266,Nicolas Jackson,sn SEN,DL,Villarreal,es La Liga,21,2001,17.8,325.0,299.0,25.0,0.0,0.0,0.0,5,1.0,0.0,0.0,0.0,0.0,246.0,1.0,10.0
1267,Lee Jae-sung,kr KOR,CC,Mainz 05,de Bundesliga,29,1992,21.0,785.0,766.0,12.0,4.0,2.0,5.0,32,5.0,0.0,0.0,0.0,0.0,564.0,7.0,30.0
1268,Paul Jaeckel,de GER,DF,Union Berlin,de Bundesliga,24,1998,13.3,622.0,600.0,21.0,13.0,1.0,3.0,3,8.0,0.0,0.0,0.0,0.0,507.0,1.0,8.0
1269,Mato Jajalo,ba BIH,CC,Udinese,it Serie A,34,1988,0.7,29.0,29.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,2.0
1270,Kristijan Jakić,hr CRO,"DF,CC",Eint Frankfurt,de Bundesliga,25,1997,16.2,954.0,867.0,84.0,28.0,1.0,4.0,10,54.0,0.0,0.0,0.0,0.0,741.0,3.0,21.0
1271,Ismail Jakobs,sn SEN,"DF,DL",Monaco,fr Ligue 1,22,1999,12.4,656.0,560.0,89.0,12.0,1.0,2.0,61,74.0,3.0,1.0,0.0,0.0,423.0,7.0,27.0
1272,Marin Jakoliš,hr CRO,DL,Angers,fr Ligue 1,25,1996,0.3,7.0,6.0,1.0,0.0,0.0,0.0,2,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0
2547,Daniel James,wls WAL,DL,Leeds United,eng Premier League,24,1997,9.100000000000001,226.0,222.0,4.0,0.0,0.0,0.0,32,4.0,0.0,0.0,0.0,0.0,144.0,0.0,20.0
1275,Reece James,eng ENG,"DF,CC",Chelsea,eng Premier League,22,1999,13.8,1051.0,896.0,151.0,26.0,0.0,5.0,91,104.0,21.0,12.0,6.0,0.0,891.0,4.0,16.0
1276,Vitaly Janelt,de GER,"CC,DF",Brentford,eng Premier League,24,1998,24.5,1020.0,986.0,29.0,12.0,3.0,17.0,22,16.0,1.0,1.0,0.0,0.0,812.0,5.0,21.0
1277,Saidy Janko,gm GAM,DF,Bochum,de Bundesliga,26,1995,12.6,451.0,349.0,102.0,3.0,0.0,0.0,22,99.0,0.0,0.0,0.0,0.0,312.0,0.0,17.0
1278,Pontus Jansson,se SWE,DF,Brentford,eng Premier League,31,1991,8.0,321.0,309.0,11.0,6.0,1.0,0.0,0,5.0,0.0,0.0,0.0,0.0,257.0,1.0,3.0
1279,Tony Jantschke,de GER,"DF,CC",M'Gladbach,de Bundesliga,32,1990,1.1,86.0,86.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0
1280,Adnan Januzaj,be BEL,DL,Sevilla,es La Liga,27,1995,0.5,24.0,22.0,1.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0,0.0,15.0,1.0,3.0
1281,Léo Jardim,br BRA,PO,Lille,fr Ligue 1,27,1995,6.0,154.0,133.0,20.0,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,122.0,1.0,0.0
2565,Luis Javier Suárez,co COL,DL,Almería,es La Liga,24,1997,19.900000000000002,464.0,417.0,46.0,1.0,2.0,6.0,11,4.0,1.0,0.0,1.0,0.0,319.0,1.0,10.0
1284,Dany Jean,ht HAI,"DF,CC",Strasbourg,fr Ligue 1,19,2002,0.1,9.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1285,Julian Jeanvier,gn GUI,DF,Auxerre,fr Ligue 1,30,1992,19.6,792.0,756.0,34.0,27.0,0.0,4.0,2,7.0,0.0,0.0,0.0,0.0,653.0,2.0,6.0
1286,Jefferson,br BRA,DL,Lyon,fr Ligue 1,22,1999,5.0,173.0,171.0,1.0,0.0,0.0,0.0,3,1.0,0.0,0.0,0.0,0.0,146.0,1.0,6.0
1287,Fredrik Jensen,fi FIN,"DL,CC",Augsburg,de Bundesliga,24,1997,10.3,297.0,259.0,35.0,3.0,0.0,1.0,31,18.0,13.0,4.0,9.0,0.0,160.0,3.0,17.0
1288,Mathias Jensen,dk DEN,CC,Brentford,eng Premier League,26,1996,31.1,1566.0,1158.0,401.0,84.0,5.0,28.0,158,184.0,76.0,37.0,18.0,7.0,1088.0,7.0,25.0
1289,Moritz Jenz,de GER,DF,Schalke 04,de Bundesliga,23,1999,10.5,489.0,450.0,37.0,32.0,0.0,4.0,1,0.0,0.0,0.0,0.0,0.0,374.0,2.0,4.0
1290,Jesé,es ESP,DL,Sampdoria,it Serie A,29,1993,2.3,65.0,56.0,9.0,0.0,0.0,1.0,0,2.0,0.0,0.0,0.0,0.0,47.0,0.0,4.0
1291,Gabriel Jesus,br BRA,DL,Arsenal,eng Premier League,25,1997,22.9,699.0,635.0,62.0,4.0,4.0,5.0,11,12.0,0.0,0.0,0.0,0.0,561.0,2.0,19.0
1292,Juan Jesus,br BRA,DF,Napoli,it Serie A,31,1991,10.4,742.0,703.0,38.0,30.0,1.0,0.0,0,7.0,0.0,0.0,0.0,0.0,669.0,1.0,1.0
1293,Raúl Jiménez,mx MEX,DL,Wolves,eng Premier League,31,1991,9.4,198.0,173.0,25.0,0.0,1.0,2.0,5,4.0,0.0,0.0,0.0,0.0,140.0,0.0,5.0
1294,Joaquín,es ESP,"CC,DL",Betis,es La Liga,41,1981,5.5,324.0,291.0,33.0,11.0,4.0,1.0,31,5.0,17.0,4.0,9.0,0.0,258.0,0.0,9.0
1295,Joelinton,br BRA,"CC,DL",Newcastle Utd,eng Premier League,25,1996,29.6,1268.0,1227.0,38.0,14.0,3.0,4.0,16,19.0,4.0,0.0,0.0,0.0,1035.0,3.0,40.0
1296,Þórir Jóhann Helgason,is ISL,CC,Lecce,it Serie A,21,2000,2.5,75.0,65.0,10.0,2.0,0.0,0.0,10,0.0,6.0,5.0,1.0,0.0,55.0,0.0,0.0
1297,Ben Johnson,eng ENG,DF,West Ham,eng Premier League,22,2000,9.6,535.0,463.0,71.0,7.0,0.0,7.0,16,62.0,0.0,0.0,0.0,0.0,395.0,1.0,12.0
1298,Brennan Johnson,wls WAL,"DL,CC",Nott'ham Forest,eng Premier League,21,2001,32.6,505.0,480.0,23.0,0.0,0.0,2.0,58,4.0,1.0,1.0,0.0,0.0,291.0,2.0,27.0
1299,Sam Johnstone,eng ENG,PO,Crystal Palace,eng Premier League,29,1993,9.0,280.0,213.0,66.0,20.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,207.0,1.0,0.0
1300,Paul Joly,fr FRA,DF,Auxerre,fr Ligue 1,22,2000,9.6,652.0,565.0,86.0,5.0,1.0,17.0,36,81.0,0.0,0.0,0.0,0.0,514.0,1.0,19.0
1301,Curtis Jones,eng ENG,CC,Liverpool,eng Premier League,21,2001,11.5,677.0,664.0,12.0,2.0,5.0,3.0,9,9.0,0.0,0.0,0.0,0.0,611.0,1.0,7.0
1302,Frenkie de Jong,nl NED,CC,Barcelona,es La Liga,25,1997,28.2,2320.0,2246.0,63.0,39.0,19.0,17.0,37,15.0,8.0,2.0,2.0,0.0,2089.0,11.0,24.0
1303,Joan Jordán,es ESP,CC,Sevilla,es La Liga,28,1994,17.7,1102.0,1051.0,44.0,34.0,2.0,21.0,8,3.0,7.0,3.0,2.0,0.0,963.0,7.0,11.0
2609,Jorginho,it ITA,CC,Arsenal,eng Premier League,30,1991,23.7,1620.0,1571.0,44.0,43.0,7.0,5.0,4,1.0,0.0,0.0,0.0,0.0,1390.0,5.0,19.0
1306,Josan,es ESP,"DF,CC",Elche,es La Liga,32,1989,12.0,539.0,446.0,90.0,8.0,1.0,4.0,48,77.0,5.0,1.0,3.0,0.0,424.0,3.0,13.0
1307,Willian José,br BRA,DL,Betis,es La Liga,30,1991,8.1,266.0,249.0,17.0,0.0,1.0,2.0,4,0.0,0.0,0.0,0.0,0.0,206.0,0.0,9.0
1308,Joselu,es ESP,DL,Espanyol,es La Liga,32,1990,33.2,759.0,721.0,36.0,0.0,2.0,5.0,17,1.0,1.0,0.0,0.0,0.0,458.0,2.0,21.0
1309,Mateo Joseph,eng ENG,"DL,CC",Leeds United,eng Premier League,18,2003,0.3,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1310,Diogo Jota,pt POR,DL,Liverpool,eng Premier League,25,1996,12.6,381.0,379.0,2.0,0.0,3.0,1.0,8,0.0,0.0,0.0,0.0,0.0,286.0,0.0,14.0
1311,Stevan Jovetić,me MNE,"DL,CC",Hertha BSC,de Bundesliga,32,1989,9.9,316.0,297.0,17.0,4.0,3.0,4.0,8,4.0,1.0,0.0,0.0,0.0,200.0,2.0,12.0
1312,Luka Jović,rs SRB,"DL,CC",Fiorentina,it Serie A,24,1997,17.0,297.0,263.0,32.0,0.0,2.0,1.0,1,1.0,0.0,0.0,0.0,0.0,228.0,2.0,6.0
1313,Juanmi,es ESP,DL,Betis,es La Liga,29,1993,10.3,245.0,240.0,5.0,0.0,3.0,3.0,0,5.0,0.0,0.0,0.0,0.0,207.0,0.0,6.0
1314,Juanpe,es ESP,DF,Girona,es La Liga,31,1991,15.8,881.0,822.0,55.0,41.0,0.0,9.0,3,2.0,0.0,0.0,0.0,0.0,753.0,4.0,7.0
1315,Jubal,br BRA,DF,Auxerre,fr Ligue 1,28,1993,35.7,1345.0,1280.0,64.0,63.0,1.0,22.0,4,1.0,0.0,0.0,0.0,0.0,1099.0,1.0,5.0
1316,Christopher Jullien,fr FRA,DF,Montpellier,fr Ligue 1,29,1993,29.9,1065.0,1017.0,46.0,40.0,1.0,10.0,0,3.0,0.0,0.0,0.0,0.0,884.0,2.0,8.0
1317,Anthony Jung,de GER,"DF,DL",Werder Bremen,de Bundesliga,30,1991,29.1,1422.0,1193.0,224.0,15.0,0.0,3.0,46,209.0,0.0,0.0,0.0,0.0,1085.0,5.0,31.0
1318,Eli Junior Kroupi,fr FRA,"DL,CC",Lorient,fr Ligue 1,16,2006,0.1,4.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1319,Lago Junior,ci CIV,"DL,CC",Mallorca,es La Liga,31,1990,0.6,18.0,18.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0
2641,Hamed Junior Traorè,ci CIV,"DL,CC",Bournemouth,eng Premier League,22,2000,11.3,423.0,368.0,50.0,11.0,6.0,4.0,67,3.0,34.0,19.0,6.0,2.0,293.0,5.0,18.0
1322,Vinicius Júnior,br BRA,DL,Real Madrid,es La Liga,22,2000,31.4,1153.0,1107.0,41.0,8.0,5.0,10.0,64,24.0,7.0,0.0,0.0,0.0,883.0,5.0,61.0
1323,Josip Juranović,hr CRO,DF,Union Berlin,de Bundesliga,26,1995,10.4,492.0,313.0,177.0,30.0,0.0,1.0,74,109.0,37.0,19.0,15.0,0.0,318.0,2.0,18.0
1324,James Justin,eng ENG,DF,Leicester City,eng Premier League,24,1998,13.9,819.0,687.0,130.0,16.0,0.0,4.0,21,114.0,0.0,0.0,0.0,0.0,667.0,2.0,19.0
1325,Filip Jørgensen,dk DEN,PO,Villarreal,es La Liga,20,2002,2.0,55.0,41.0,14.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0
1326,Mathias Jørgensen,dk DEN,DF,Brentford,eng Premier League,32,1990,12.3,503.0,437.0,65.0,6.0,0.0,0.0,3,55.0,0.0,0.0,0.0,0.0,404.0,1.0,2.0
1327,Ozan Kabak,tr TUR,DF,Hoffenheim,de Bundesliga,22,2000,26.5,1277.0,1230.0,41.0,28.0,0.0,11.0,6,3.0,0.0,0.0,0.0,0.0,1056.0,6.0,21.0
1328,Issa Kaboré,bf BFA,DF,Marseille,fr Ligue 1,21,2001,11.4,567.0,469.0,97.0,2.0,0.0,2.0,48,95.0,0.0,0.0,0.0,0.0,436.0,1.0,24.0
1329,Abdoul Kader Bamba,fr FRA,"DL,CC",Nantes,fr Ligue 1,28,1994,0.9,44.0,39.0,5.0,2.0,0.0,1.0,3,2.0,1.0,1.0,0.0,0.0,36.0,0.0,1.0
1330,Pavel Kadeřábek,cz CZE,DF,Hoffenheim,de Bundesliga,30,1992,18.5,883.0,672.0,209.0,7.0,1.0,0.0,74,202.0,0.0,0.0,0.0,0.0,615.0,2.0,25.0
1331,Tino Kadewere,zw ZIM,"DL,CC",Mallorca,es La Liga,26,1996,6.0,151.0,147.0,2.0,0.0,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,95.0,2.0,4.0
1332,Kaiky,br BRA,DF,Almería,es La Liga,18,2004,6.5,224.0,208.0,16.0,15.0,0.0,9.0,1,1.0,0.0,0.0,0.0,0.0,182.0,0.0,2.0
1333,Florian Kainz,at AUT,"CC,DL",Köln,de Bundesliga,29,1992,26.0,1207.0,943.0,251.0,62.0,8.0,10.0,251,26.0,152.0,61.0,66.0,0.0,759.0,13.0,51.0
1334,Gaël Kakuta,cd COD,DL,Lens,fr Ligue 1,31,1991,0.2,16.0,16.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0
2671,Sasa Kalajdzic,at AUT,DL,Wolves,eng Premier League,25,1997,3.1,67.0,64.0,3.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,3.0
1337,Arnaud Kalimuendo,fr FRA,DL,Rennes,fr Ligue 1,20,2002,20.5,442.0,401.0,39.0,0.0,0.0,0.0,14,4.0,0.0,0.0,0.0,0.0,359.0,2.0,22.0
1338,Yayah Kallon,sl SLE,"CC,DL",Hellas Verona,it Serie A,21,2001,9.6,237.0,223.0,12.0,2.0,0.0,0.0,33,4.0,1.0,0.0,0.0,0.0,148.0,2.0,10.0
1339,Gedeon Kalulu,cd COD,DF,Lorient,fr Ligue 1,24,1997,27.1,1375.0,1151.0,219.0,44.0,0.0,4.0,29,175.0,0.0,0.0,0.0,0.0,1101.0,5.0,37.0
1340,Pierre Kalulu,fr FRA,DF,Milan,it Serie A,22,2000,28.3,1821.0,1674.0,143.0,52.0,3.0,3.0,28,86.0,0.0,0.0,0.0,0.0,1589.0,4.0,13.0
1341,Justin-Noël Kalumba,fr FRA,DF,Angers,fr Ligue 1,17,2004,6.1,164.0,152.0,12.0,0.0,0.0,0.0,13,10.0,2.0,1.0,1.0,0.0,131.0,0.0,9.0
1342,Daichi Kamada,jp JPN,CC,Eint Frankfurt,de Bundesliga,25,1996,25.2,1245.0,1182.0,59.0,26.0,5.0,12.0,50,2.0,31.0,16.0,8.0,0.0,1005.0,4.0,26.0
1343,Waren Kamanzi,no NOR,DF,Toulouse,fr Ligue 1,21,2000,7.4,358.0,295.0,62.0,4.0,0.0,1.0,6,58.0,0.0,0.0,0.0,0.0,306.0,1.0,4.0
1344,Bingourou Kamara,sn SEN,PO,Montpellier,fr Ligue 1,25,1996,4.5,131.0,87.0,43.0,8.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,87.0,1.0,0.0
1345,Boubacar Kamara,fr FRA,CC,Aston Villa,eng Premier League,22,1999,19.7,941.0,907.0,34.0,32.0,2.0,10.0,1,0.0,0.0,0.0,0.0,0.0,798.0,0.0,20.0
1346,Jakub Kamiński,pl POL,"DL,DF",Wolfsburg,de Bundesliga,20,2002,22.9,667.0,623.0,42.0,0.0,4.0,4.0,35,42.0,0.0,0.0,0.0,0.0,495.0,2.0,28.0
1347,Marcin Kamiński,pl POL,DF,Schalke 04,de Bundesliga,30,1992,7.0,314.0,289.0,23.0,19.0,0.0,3.0,3,2.0,0.0,0.0,0.0,0.0,254.0,2.0,2.0
1348,Kevin Kampl,si SVN,CC,RB Leipzig,de Bundesliga,31,1990,15.2,898.0,872.0,24.0,23.0,6.0,2.0,4,1.0,0.0,0.0,0.0,0.0,791.0,2.0,25.0
1349,Nordine Kandil,fr FRA,"CC,DL",Strasbourg,fr Ligue 1,20,2001,1.1,61.0,59.0,2.0,1.0,1.0,0.0,4,1.0,0.0,0.0,0.0,0.0,44.0,0.0,2.0
1350,Harry Kane,eng ENG,DL,Tottenham,eng Premier League,29,1993,37.8,921.0,853.0,60.0,14.0,20.0,18.0,37,25.0,0.0,0.0,0.0,0.0,642.0,8.0,39.0
1351,Lee Kang-in,kr KOR,"CC,DL",Mallorca,es La Liga,21,2001,31.4,1103.0,883.0,207.0,81.0,7.0,15.0,201,12.0,90.0,36.0,43.0,0.0,772.0,13.0,35.0
1352,Wilfried Kanga,ci CIV,DL,Hertha BSC,de Bundesliga,24,1998,15.7,251.0,239.0,11.0,0.0,1.0,0.0,8,0.0,0.0,0.0,0.0,0.0,154.0,1.0,5.0
1353,N'Golo Kanté,fr FRA,CC,Chelsea,eng Premier League,31,1991,5.8,338.0,336.0,0.0,0.0,2.0,1.0,11,0.0,0.0,0.0,0.0,0.0,271.0,2.0,12.0
1354,Kenan Karaman,tr TUR,DL,Schalke 04,de Bundesliga,28,1994,10.8,209.0,207.0,1.0,0.0,0.0,0.0,22,1.0,0.0,0.0,0.0,0.0,129.0,1.0,10.0
1355,Yann Karamoh,fr FRA,"CC,DL",Torino,it Serie A,24,1998,8.0,216.0,208.0,7.0,1.0,2.0,3.0,15,1.0,0.0,0.0,0.0,0.0,163.0,1.0,13.0
1356,Atakan Karazor,de GER,CC,Stuttgart,de Bundesliga,25,1996,21.8,1116.0,1070.0,42.0,40.0,2.0,9.0,0,2.0,0.0,0.0,0.0,0.0,945.0,4.0,11.0
1357,Ayman Kari,fr FRA,"CC,DF",Lorient,fr Ligue 1,17,2004,1.1,74.0,73.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,67.0,1.0,1.0
1358,Jon Karrikaburu,es ESP,DL,Real Sociedad,es La Liga,19,2002,1.0,18.0,18.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
1359,Rick Karsdorp,nl NED,DF,Roma,it Serie A,27,1995,7.9,380.0,306.0,73.0,4.0,3.0,1.0,14,69.0,0.0,0.0,0.0,0.0,295.0,1.0,8.0
1360,Denso Kasius,nl NED,DF,Bologna,it Serie A,19,2002,3.8,192.0,156.0,35.0,1.0,0.0,3.0,12,34.0,0.0,0.0,0.0,0.0,143.0,1.0,3.0
1361,Thomas Kastanaras,gr GRE,"DL,DF",Stuttgart,de Bundesliga,19,2003,0.8,17.0,15.0,2.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0
1362,Grigoris Kastanos,cy CYP,"CC,DF",Salernitana,it Serie A,24,1998,14.3,621.0,525.0,90.0,27.0,1.0,6.0,26,47.0,16.0,3.0,0.0,0.0,460.0,6.0,23.0
1363,Silas Katompa,cd COD,"DL,CC",Stuttgart,de Bundesliga,23,1998,22.1,399.0,377.0,19.0,1.0,1.0,1.0,33,8.0,0.0,0.0,0.0,0.0,295.0,3.0,14.0
1364,Moise Kean,it ITA,DL,Juventus,it Serie A,22,2000,11.1,187.0,176.0,9.0,1.0,1.0,0.0,5,1.0,0.0,0.0,0.0,0.0,130.0,2.0,11.0
1365,Michael Keane,eng ENG,DF,Everton,eng Premier League,29,1993,10.9,441.0,429.0,9.0,3.0,0.0,0.0,4,6.0,0.0,0.0,0.0,0.0,305.0,3.0,8.0
1366,Neeskens Kebano,cd COD,DL,Fulham,eng Premier League,30,1992,8.5,212.0,206.0,6.0,2.0,0.0,1.0,24,0.0,4.0,0.0,1.0,0.0,155.0,0.0,16.0
1367,Kévin Keben Biakolo,cm CMR,DF,Toulouse,fr Ligue 1,18,2004,4.0,148.0,112.0,36.0,1.0,0.0,1.0,6,35.0,0.0,0.0,0.0,0.0,117.0,0.0,6.0
1368,Thilo Kehrer,de GER,DF,West Ham,eng Premier League,25,1996,24.8,1112.0,992.0,116.0,24.0,1.0,6.0,23,91.0,0.0,0.0,0.0,0.0,927.0,4.0,14.0
1369,Check Keita,fr FRA,DF,Reims,fr Ligue 1,19,2003,7.6,305.0,286.0,16.0,15.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,264.0,3.0,2.0
1370,Naby Keïta,gn GUI,CC,Liverpool,eng Premier League,27,1995,3.3,168.0,161.0,6.0,1.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,129.0,1.0,7.0
1371,Yannik Keitel,de GER,CC,Freiburg,de Bundesliga,22,2000,7.6,245.0,234.0,11.0,9.0,0.0,2.0,4,0.0,0.0,0.0,0.0,0.0,189.0,0.0,4.0
1372,Caoimhín Kelleher,ie IRL,PO,Liverpool,eng Premier League,23,1998,1.0,24.0,22.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0
1373,Lloyd Kelly,eng ENG,DF,Bournemouth,eng Premier League,23,1998,22.7,1164.0,1020.0,140.0,29.0,2.0,11.0,14,109.0,0.0,0.0,0.0,0.0,934.0,4.0,12.0
1374,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,27,1995,30.1,1303.0,1230.0,68.0,67.0,2.0,17.0,2,0.0,0.0,0.0,0.0,0.0,1011.0,5.0,15.0
1375,Kenedy,br BRA,"DL,DF",Valladolid,es La Liga,26,1996,3.1,86.0,80.0,5.0,0.0,0.0,1.0,5,2.0,1.0,0.0,0.0,0.0,57.0,1.0,4.0
1376,Jonjoe Kenny,eng ENG,DF,Hertha BSC,de Bundesliga,25,1997,24.9,1207.0,955.0,245.0,9.0,0.0,3.0,54,235.0,1.0,0.0,0.0,0.0,879.0,7.0,35.0
1377,Franck Kessié,ci CIV,CC,Barcelona,es La Liga,25,1996,11.0,457.0,441.0,13.0,6.0,2.0,5.0,5,3.0,1.0,0.0,0.0,0.0,391.0,3.0,5.0
1378,Saîf-Eddine Khaoui,tn TUN,CC,Clermont Foot,fr Ligue 1,27,1995,22.5,713.0,636.0,70.0,24.0,2.0,2.0,56,0.0,46.0,17.0,19.0,0.0,486.0,7.0,17.0
1379,Wahbi Khazri,tn TUN,"DL,CC",Montpellier,fr Ligue 1,31,1991,18.2,483.0,421.0,58.0,16.0,3.0,11.0,39,11.0,18.0,9.0,9.0,0.0,344.0,4.0,20.0
1380,Rani Khedira,de GER,CC,Union Berlin,de Bundesliga,28,1994,32.0,1039.0,1007.0,30.0,14.0,1.0,3.0,11,1.0,1.0,1.0,0.0,0.0,778.0,2.0,20.0
1381,Anthony Khelifa,fr FRA,DF,Ajaccio,fr Ligue 1,16,2005,0.1,12.0,11.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
1382,Kiké,es ESP,DL,Osasuna,es La Liga,32,1989,11.3,244.0,229.0,13.0,0.0,0.0,1.0,7,1.0,0.0,0.0,0.0,0.0,167.0,2.0,9.0
1383,Luca Kilian,de GER,DF,Köln,de Bundesliga,22,1999,12.5,685.0,662.0,20.0,13.0,0.0,5.0,1,4.0,0.0,0.0,0.0,0.0,585.0,3.0,5.0
1384,Max Kilman,eng ENG,DF,Wolves,eng Premier League,25,1997,36.7,2107.0,2069.0,29.0,28.0,0.0,31.0,5,1.0,0.0,0.0,0.0,0.0,1748.0,9.0,20.0
