RL2018-2019,Jugador2018-2019,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,90 s2018-2019,ACT2018-2019,SCA902018-2019,PassLive2018-2019,PassDead2018-2019,HASTA2018-2019,Dis2018-2019,FR2018-2019,Def2018-2019,ACG2018-2019,GCA902018-2019,PassLive.12018-2019,PassDead.12018-2019,HASTA.12018-2019,Dis.12018-2019,FR.12018-2019,Def.12018-2019
1232,Kenan Karaman,tr TUR,"DL,CC",Düsseldorf,de Bundesliga,24,1994,10.2,35,3.43,24,1,5,3,2,0,5,0.49,1,0,3,0,1,0
2467,Yann Karamoh,fr FRA,"DL,CC",Inter,it Serie A,20,1998,13.7,66,4.85,39,6,11,4,5,1,4,0.29,2,0,1,1,0,0
1235,Ibrahim Karamoko,fr FRA,CC,Chievo,it Serie A,17,2001,0.7,2,2.77,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1236,Orestis Karnezis,gr GRE,PO,Napoli,it Serie A,33,1985,9.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1237,Rick Karsdorp,nl NED,DF,Roma,it Serie A,23,1995,6.6,13,1.97,10,3,0,0,0,0,3,0.45,3,0,0,0,0,0
1238,Grigoris Kastanos,cy CYP,CC,Juventus,it Serie A,20,1998,0.7,2,3.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1239,Eiji Kawashima,jp JPN,PO,Strasbourg,fr Ligue 1,35,1983,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1240,Beram Kayal,il ISR,CC,Brighton,eng Premier League,30,1988,10.4,9,0.86,7,0,0,1,0,1,2,0.19,2,0,0,0,0,0
1241,Moise Kean,it ITA,DL,Juventus,it Serie A,18,2000,6.0,8,1.33,5,0,1,1,1,0,2,0.33,0,0,1,0,1,0
1242,Michael Keane,eng ENG,DF,Everton,eng Premier League,25,1993,33.0,21,0.64,17,0,0,3,0,1,1,0.03,1,0,0,0,0,0
1243,Neeskens Kebano,cd COD,"DL,CC",Fulham,eng Premier League,26,1992,1.2,2,1.64,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1244,Thilo Kehrer,de GER,DF,Paris S-G,fr Ligue 1,21,1996,21.1,20,0.95,16,1,0,1,1,1,3,0.14,3,0,0,0,0,0
1245,Jules Keita,gn GUI,"DL,CC",Dijon,fr Ligue 1,20,1998,5.1,24,4.74,16,1,6,1,0,0,3,0.59,1,0,2,0,0,0
1246,Naby Keïta,gn GUI,"CC,DL",Liverpool,eng Premier League,23,1995,15.4,41,2.65,34,0,2,4,1,0,5,0.32,5,0,0,0,0,0
1247,Keko,es ESP,"CC,DL",Valladolid,es La Liga,26,1991,17.0,45,2.64,31,2,7,2,3,0,2,0.12,2,0,0,0,0,0
1248,Martin Kelly,eng ENG,DF,Crystal Palace,eng Premier League,28,1990,12.3,7,0.57,4,2,0,0,0,1,1,0.08,0,1,0,0,0,0
1249,Marc-Oliver Kempf,de GER,DF,Stuttgart,de Bundesliga,23,1995,22.5,18,0.8,16,0,0,1,0,1,0,0.0,0,0,0,0,0,0
1250,Kenedy,br BRA,"CC,DF",Newcastle Utd,eng Premier League,22,1996,15.0,50,3.34,34,2,4,2,5,3,2,0.13,2,0,0,0,0,0
1251,Jonjoe Kenny,eng ENG,DF,Everton,eng Premier League,21,1997,8.8,16,1.82,16,0,0,0,0,0,2,0.23,2,0,0,0,0,0
1252,Christophe Kerbrat,fr FRA,DF,Guingamp,fr Ligue 1,31,1986,23.3,5,0.21,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1253,Sebastian Kerk,de GER,"CC,DL",Nürnberg,de Bundesliga,24,1994,13.1,42,3.21,16,19,0,3,4,0,1,0.08,0,1,0,0,0,0
1254,Franck Kessié,ci CIV,CC,Milan,it Serie A,21,1996,33.5,112,3.34,99,2,4,5,0,2,6,0.18,6,0,0,0,0,0
1255,Saîf-Eddine Khaoui,tn TUN,"CC,DL",Caen,fr Ligue 1,23,1995,15.0,29,1.93,21,4,2,0,1,1,3,0.2,2,0,1,0,0,0
1256,Wahbi Khazri,tn TUN,"DL,CC",Saint-Étienne,fr Ligue 1,27,1991,31.3,154,4.92,66,50,14,12,11,1,14,0.45,3,6,0,2,3,0
1257,Rani Khedira,de GER,"DF,CC",Augsburg,de Bundesliga,24,1994,29.2,40,1.37,33,0,0,3,1,3,5,0.17,5,0,0,0,0,0
1258,Sami Khedira,de GER,CC,Juventus,it Serie A,31,1987,7.8,13,1.66,12,0,0,1,0,0,2,0.25,1,0,0,1,0,0
1259,Isaac Kiese Thelin,se SWE,"DL,CC",Leverkusen,de Bundesliga,26,1992,2.0,3,1.5,1,0,0,2,0,0,0,0.0,0,0,0,0,0,0
1260,Kiké,es ESP,DL,Eibar,es La Liga,28,1989,14.4,34,2.36,23,0,2,4,5,0,1,0.07,0,0,0,1,0,0
1261,Max Kilman,eng ENG,DF,Wolves,eng Premier League,21,1997,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1262,Joshua Kimmich,de GER,"DF,CC",Bayern Munich,de Bundesliga,23,1995,34.0,162,4.76,91,51,7,3,9,1,22,0.65,15,5,1,0,1,0
1263,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,22,1995,22.3,19,0.85,13,2,0,1,1,2,6,0.27,4,0,0,1,0,1
1264,Joshua King,no NOR,"DL,CC",Bournemouth,eng Premier League,26,1992,32.9,83,2.52,61,0,10,3,9,0,12,0.36,9,0,0,0,3,0
1265,Sofian Kiyine,ma MAR,"CC,DF",Chievo,it Serie A,20,1997,9.1,25,2.76,16,1,5,1,1,1,2,0.22,0,1,0,1,0,0
1266,Simon Kjær,dk DEN,DF,Sevilla,es La Liga,29,1989,22.3,14,0.63,13,0,0,1,0,0,0,0.0,0,0,0,0,0,0
1267,Davy Klaassen,nl NED,CC,Werder Bremen,de Bundesliga,25,1993,31.3,92,2.94,76,1,5,4,4,2,10,0.32,6,0,2,0,1,1
1268,Felix Klaus,de GER,"DL,CC",Wolfsburg,de Bundesliga,25,1992,4.9,13,2.65,9,0,2,1,1,0,3,0.61,2,0,1,0,0,0
1269,Ragnar Klavan,ee EST,DF,Cagliari,it Serie A,32,1985,13.7,7,0.51,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1270,Tim Kleindienst,de GER,DL,Freiburg,de Bundesliga,22,1995,2.2,5,2.25,3,0,1,1,0,0,0,0.0,0,0,0,0,0,0
1271,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,22,1996,22.3,33,1.48,29,0,2,1,1,0,1,0.04,0,0,0,1,0,0
1272,Justin Kluivert,nl NED,DL,Roma,it Serie A,19,1999,14.9,73,4.9,49,4,11,3,4,2,9,0.6,7,0,1,0,1,0
1273,Lukas Klünter,de GER,DF,Hertha BSC,de Bundesliga,22,1996,6.6,10,1.52,5,1,2,0,2,0,2,0.3,0,0,1,0,1,0
1274,Robin Knoche,de GER,DF,Wolfsburg,de Bundesliga,26,1992,31.0,21,0.68,18,2,0,1,0,0,2,0.06,2,0,0,0,0,0
1275,Anthony Knockaert,fr FRA,"CC,DL",Brighton,eng Premier League,26,1991,20.4,67,3.28,28,27,1,5,2,4,9,0.44,3,4,0,1,0,1
1276,Törles Knöll,de GER,"DL,CC",Nürnberg,de Bundesliga,20,1997,4.1,6,1.46,5,0,0,0,1,0,0,0.0,0,0,0,0,0,0
2555,Gregor Kobel,ch SUI,PO,Hoffenheim,de Bundesliga,20,1997,16.4,2,0.13,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1279,Robin Koch,de GER,"CC,DF",Freiburg,de Bundesliga,22,1996,21.1,17,0.8,14,0,1,0,2,0,2,0.09,2,0,0,0,0,0
1280,Kenan Kodro,ba BIH,"DL,CC",Athletic Club,es La Liga,24,1993,1.8,2,1.13,2,0,0,0,0,0,1,0.56,1,0,0,0,0,0
1281,Dominik Kohr,de GER,CC,Leverkusen,de Bundesliga,24,1994,10.8,25,2.31,18,0,1,4,0,2,3,0.28,1,0,0,2,0,0
1282,Djégui Koita,fr FRA,DF,Guingamp,fr Ligue 1,18,1999,1.9,1,0.52,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1283,Koke,es ESP,CC,Atlético Madrid,es La Liga,26,1992,28.7,107,3.72,72,28,0,5,2,0,8,0.28,5,1,0,1,1,0
1284,Aleksandar Kolarov,rs SRB,DF,Roma,it Serie A,32,1985,32.3,114,3.53,70,30,3,5,4,2,9,0.28,6,1,1,0,0,1
1285,Sead Kolašinac,ba BIH,"DF,CC",Arsenal,eng Premier League,25,1993,21.0,49,2.34,42,1,4,0,1,1,10,0.48,9,0,0,0,1,0
1286,Randal Kolo Muani,fr FRA,DL,Nantes,fr Ligue 1,19,1998,1.4,1,0.74,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
1287,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,26,1991,35.4,37,1.05,33,2,0,2,0,0,6,0.17,5,1,0,0,0,0
1288,Vincent Kompany,be BEL,DF,Manchester City,eng Premier League,32,1986,13.6,12,0.88,11,0,0,0,0,1,1,0.07,1,0,0,0,0,0
1289,Ghislain Konan,ci CIV,DF,Reims,fr Ligue 1,22,1995,20.0,42,2.1,31,6,3,0,1,1,5,0.25,4,1,0,0,0,0
1290,Ibrahima Konaté,fr FRA,DF,RB Leipzig,de Bundesliga,19,1999,27.0,26,0.96,19,1,2,2,2,0,3,0.11,1,0,2,0,0,0
1291,Moussa Konaté,sn SEN,DL,Amiens,fr Ligue 1,25,1993,20.8,38,1.82,21,0,5,3,7,2,8,0.38,3,0,2,0,2,1
1292,Geoffrey Kondogbia,cf CTA,CC,Valencia,es La Liga,25,1993,13.8,24,1.73,19,0,2,1,0,2,2,0.14,2,0,0,0,0,0
1293,Kouadio Koné,fr FRA,CC,Toulouse,fr Ligue 1,17,2001,0.8,3,3.97,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1294,Lamine Koné,ci CIV,DF,Strasbourg,fr Ligue 1,29,1989,23.9,15,0.63,14,0,1,0,0,0,2,0.08,2,0,0,0,0,0
1295,Youssouf Koné,ml MLI,DF,Lille,fr Ligue 1,23,1995,19.0,38,2.0,33,2,2,0,1,0,6,0.32,6,0,0,0,0,0
1296,Terence Kongolo,nl NED,DF,Huddersfield,eng Premier League,24,1994,30.2,24,0.8,18,1,0,2,1,2,2,0.07,2,0,0,0,0,0
1297,Yevhen Konoplyanka,ua UKR,"DL,CC",Schalke 04,de Bundesliga,28,1989,7.3,24,3.3,16,2,1,4,1,0,2,0.27,2,0,0,0,0,0
1298,Pascal Köpke,de GER,"DL,CC",Hertha BSC,de Bundesliga,22,1995,0.8,5,6.16,3,0,1,0,1,0,1,1.23,0,0,0,0,1,0
1299,Julian Korb,de GER,DF,Hannover 96,de Bundesliga,26,1992,11.2,21,1.88,19,1,0,0,1,0,0,0.0,0,0,0,0,0,0
1300,Laurent Koscielny,fr FRA,DF,Arsenal,eng Premier League,32,1985,14.8,9,0.61,8,1,0,0,0,0,0,0.0,0,0,0,0,0,0
1301,Filip Kostić,rs SRB,"DF,DL",Eint Frankfurt,de Bundesliga,25,1992,32.8,102,3.11,66,15,6,7,7,1,14,0.43,10,1,1,2,0,0
1302,Christian Kouamé,ci CIV,DL,Genoa,it Serie A,20,1997,34.1,110,3.23,83,0,8,6,12,1,9,0.26,7,0,0,0,1,1
1303,Tomáš Koubek,cz CZE,PO,Rennes,fr Ligue 1,25,1992,32.5,2,0.06,0,2,0,0,0,0,1,0.03,0,1,0,0,0,0
1304,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,27,1991,34.8,41,1.18,34,1,0,2,1,3,5,0.14,4,0,0,0,0,1
1305,Jules Koundé,fr FRA,DF,Bordeaux,fr Ligue 1,19,1998,37.0,28,0.76,24,1,0,3,0,0,2,0.05,1,1,0,0,0,0
1306,Cheikhou Kouyaté,sn SEN,CC,Crystal Palace,eng Premier League,28,1989,21.1,34,1.61,23,0,1,6,2,2,2,0.09,1,0,0,0,1,0
1307,Mateo Kovačić,hr CRO,CC,Chelsea,eng Premier League,24,1994,19.3,64,3.32,50,1,5,3,4,1,4,0.21,4,0,0,0,0,0
2617,Dawid Kownacki,pl POL,DL,Sampdoria,it Serie A,21,1997,8.3,28,9.31,23,0,2,0,2,1,5,1.54,4,0,0,0,1,0
1310,Thomas Kraft,de GER,PO,Hertha BSC,de Bundesliga,30,1988,3.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1311,Emil Krafth,se SWE,DF,Amiens,fr Ligue 1,23,1994,33.0,33,1.0,25,3,1,2,1,1,2,0.06,2,0,0,0,0,0
1312,Luka Krajnc,si SVN,DF,Frosinone,it Serie A,23,1994,8.8,8,0.91,4,0,1,1,1,1,0,0.0,0,0,0,0,0,0
1313,Andrej Kramarić,hr CRO,"CC,DL",Hoffenheim,de Bundesliga,27,1991,26.6,130,4.88,87,13,11,14,5,0,11,0.41,10,0,0,1,0,0
1314,Christoph Kramer,de GER,CC,M'Gladbach,de Bundesliga,27,1991,12.6,18,1.42,17,0,0,0,0,1,0,0.0,0,0,0,0,0,0
1315,Vasyl Kravets,ua UKR,"DF,DL",Leganés,es La Liga,20,1997,5.3,12,2.25,8,2,1,0,0,1,0,0.0,0,0,0,0,0,0
1316,Ladislav Krejčí,cz CZE,"DF,CC",Bologna,it Serie A,26,1992,11.8,35,2.96,24,6,0,3,2,0,4,0.34,4,0,0,0,0,0
1317,Rene Krhin,si SVN,CC,Nantes,fr Ligue 1,28,1990,11.7,15,1.28,9,0,0,3,2,1,0,0.0,0,0,0,0,0,0
1318,Toni Kroos,de GER,CC,Real Madrid,es La Liga,28,1990,24.7,117,4.74,61,48,5,1,2,0,9,0.36,5,4,0,0,0,0
1319,Rade Krunić,ba BIH,CC,Empoli,it Serie A,24,1993,30.8,117,3.8,90,1,11,6,8,1,13,0.42,10,0,2,1,0,0
1320,Max Kruse,de GER,"DL,CC",Werder Bremen,de Bundesliga,30,1988,31.5,151,4.8,111,25,4,8,3,0,17,0.54,14,1,1,0,1,0
1321,Lukas Kübler,de GER,"DF,CC",Freiburg,de Bundesliga,25,1992,13.2,14,1.06,11,2,0,0,0,1,3,0.23,3,0,0,0,0,0
1322,Yuya Kubo,jp JPN,"DL,CC",Nürnberg,de Bundesliga,24,1993,15.1,40,2.65,28,0,7,3,2,0,4,0.27,3,0,0,0,1,0
1323,Juraj Kucka,sk SVK,CC,Parma,it Serie A,31,1987,17.1,36,2.11,22,4,0,5,4,1,4,0.23,2,0,0,2,0,0
1324,Dejan Kulusevski,se SWE,CC,Atalanta,it Serie A,18,2000,1.2,1,0.86,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1325,Pierre Kunde,cm CMR,CC,Mainz 05,de Bundesliga,23,1995,21.2,65,3.07,49,7,5,2,1,1,5,0.24,4,0,0,0,1,0
1326,Jasmin Kurtić,si SVN,CC,SPAL,it Serie A,29,1989,28.4,89,3.13,48,23,4,5,9,0,12,0.42,5,4,1,1,1,0
1327,Layvin Kurzawa,fr FRA,"DF,CC",Paris S-G,fr Ligue 1,25,1992,11.2,21,1.87,17,0,0,2,1,1,2,0.18,2,0,0,0,0,0
1328,Rafał Kurzawa,pl POL,DL,Amiens,fr Ligue 1,25,1993,2.7,8,3.03,3,4,0,1,0,0,2,0.76,2,0,0,0,0,0
1329,Ahmed Kutucu,tr TUR,"DL,CC",Schalke 04,de Bundesliga,18,2000,4.7,11,2.32,5,1,2,0,3,0,0,0.0,0,0,0,0,0,0
1330,Enock Kwateng,fr FRA,DF,Nantes,fr Ligue 1,21,1997,22.7,44,1.94,35,7,1,0,1,0,1,0.04,1,0,0,0,0,0
1331,Grejohn Kyei,fr FRA,DL,Reims,fr Ligue 1,22,1995,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1332,Antonino La Gumina,it ITA,"DL,CC",Empoli,it Serie A,22,1996,12.1,22,1.82,12,0,3,5,1,1,4,0.33,3,0,0,0,1,0
1333,Rajiv van La Parra,nl NED,"DL,CC",Huddersfield,eng Premier League,27,1991,4.5,8,1.78,6,1,0,0,1,0,0,0.0,0,0,0,0,0,0
2669,Gaëtan Laborde,fr FRA,DL,Bordeaux,fr Ligue 1,24,1994,33.2,82,3.51,60,0,6,6,9,1,9,0.28,5,0,2,1,0,1
1336,Alexandre Lacazette,fr FRA,DL,Arsenal,eng Premier League,27,1991,27.8,84,3.02,55,0,16,6,5,2,15,0.54,10,0,3,1,1,0
1337,Alban Lafont,fr FRA,PO,Fiorentina,it Serie A,19,1999,33.5,8,0.24,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1338,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,28,1989,36.0,19,0.53,12,3,0,2,2,0,3,0.08,3,0,0,0,0,0
1339,Abdou Lahat Diakhate,sn SEN,CC,Parma,it Serie A,19,1998,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1340,Konrad Laimer,at AUT,"CC,DF",RB Leipzig,de Bundesliga,21,1997,20.8,43,2.07,35,1,4,1,0,2,2,0.1,2,0,0,0,0,0
1341,Diego Lainez,mx MEX,"DL,CC",Betis,es La Liga,18,2000,3.9,14,3.57,9,1,2,0,2,0,1,0.25,1,0,0,0,0,0
1342,Kenny Lala,fr FRA,"DF,DL",Strasbourg,fr Ligue 1,26,1991,34.0,103,3.03,72,27,1,1,1,1,18,0.53,13,3,0,1,0,1
1343,Adam Lallana,eng ENG,"CC,DL",Liverpool,eng Premier League,30,1988,5.2,24,4.63,18,3,2,0,1,0,3,0.58,2,0,0,0,1,0
1344,Érik Lamela,ar ARG,"CC,DL",Tottenham,eng Premier League,26,1992,10.8,51,4.71,30,9,6,4,2,0,5,0.46,3,1,0,0,1,0
1345,Mohamed Lamine Diaby,fr FRA,DL,Nice,fr Ligue 1,17,2001,1.8,4,2.22,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0
1346,Loïck Landre,fr FRA,DF,Nîmes,fr Ligue 1,26,1992,17.7,8,0.45,7,0,0,0,0,1,0,0.0,0,0,0,0,0,0
1347,Michael Lang,ch SUI,DF,M'Gladbach,de Bundesliga,27,1991,13.9,9,0.65,8,0,0,1,0,0,1,0.07,1,0,0,0,0,0
1348,Sebastian Langkamp,de GER,DF,Werder Bremen,de Bundesliga,30,1988,15.7,11,0.7,10,0,0,1,0,0,0,0.0,0,0,0,0,0,0
1349,Manuel Lanzini,ar ARG,CC,West Ham,eng Premier League,25,1993,7.6,18,2.36,11,0,2,3,2,0,3,0.39,1,0,0,1,1,0
1350,Gianluca Lapadula,pe PER,DL,Genoa,it Serie A,28,1990,4.5,11,2.45,3,0,1,5,2,0,0,0.0,0,0,0,0,0,0
1351,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,24,1994,34.0,40,1.18,37,0,1,2,0,0,6,0.18,6,0,0,0,0,0
1352,Danilo Larangeira,br BRA,DF,Bologna,it Serie A,34,1984,34.2,29,0.85,23,2,0,3,1,0,0,0.0,0,0,0,0,0,0
1353,Johan Larsson,se SWE,DF,Guingamp,fr Ligue 1,28,1990,1.0,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1354,Kevin Lasagna,it ITA,DL,Udinese,it Serie A,25,1992,27.3,54,1.98,34,1,6,4,9,0,5,0.18,1,0,0,1,3,0
1355,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,24,1993,30.5,12,0.39,9,2,0,1,0,0,1,0.03,0,0,0,1,0,0
1356,Paul Lasne,fr FRA,"CC,DF",Montpellier,fr Ligue 1,29,1989,19.9,54,2.72,40,8,3,1,1,1,7,0.35,4,0,2,0,1,0
1357,Toni Lato,es ESP,DF,Valencia,es La Liga,20,1997,3.0,5,1.67,4,1,0,0,0,0,1,0.33,1,0,0,0,0,0
1358,Danny Latza,de GER,CC,Mainz 05,de Bundesliga,28,1989,20.7,61,2.95,42,4,2,5,5,3,5,0.24,3,0,0,0,1,1
1359,Alexandre Lauray,fr FRA,DF,Bordeaux,fr Ligue 1,21,1997,2.9,1,0.35,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1360,Armand Lauriente,fr FRA,CC,Rennes,fr Ligue 1,19,1998,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1361,Vincent Laurini,fr FRA,DF,Fiorentina,it Serie A,29,1989,10.2,28,2.74,21,4,1,0,2,0,0,0.0,0,0,0,0,0,0
1362,Wesley Lautoa,nc NCL,"DF,CC",Dijon,fr Ligue 1,30,1987,33.6,24,0.71,18,0,2,2,0,2,0,0.0,0,0,0,0,0,0
1363,Diego Laxalt,uy URU,"DF,CC",Milan,it Serie A,25,1993,7.2,16,2.22,15,0,0,1,0,0,1,0.14,1,0,0,0,0,0
1364,Miguel Layún,mx MEX,"CC,DF",Villarreal,es La Liga,30,1988,5.6,16,2.85,5,9,1,1,0,0,1,0.18,0,1,0,0,0,0
1365,Valentino Lazaro,at AUT,"DF,DL",Hertha BSC,de Bundesliga,22,1996,30.5,101,3.32,58,27,7,5,3,1,12,0.39,7,2,2,1,0,0
1366,Darko Lazović,rs SRB,"DF,DL",Genoa,it Serie A,27,1990,28.2,103,3.65,64,15,12,6,3,3,8,0.28,5,1,2,0,0,0
1367,Manuel Lazzari,it ITA,DF,SPAL,it Serie A,24,1993,31.5,110,3.49,89,3,8,2,7,1,15,0.48,11,1,1,1,1,0
1368,Mickaël Le Bihan,fr FRA,DL,Nice,fr Ligue 1,28,1990,2.3,3,1.33,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1369,Maxime Le Marchand,fr FRA,DF,Fulham,eng Premier League,28,1989,25.0,24,0.96,21,0,0,2,1,0,3,0.12,3,0,0,0,0,0
1370,Robin Le Normand,es ESP,DF,Real Sociedad,es La Liga,21,1996,3.2,3,0.95,2,0,0,1,0,0,1,0.32,1,0,0,0,0,0
1371,Damien Le Tallec,fr FRA,CC,Montpellier,fr Ligue 1,28,1990,31.2,54,1.73,48,0,0,4,1,1,3,0.1,1,0,0,2,0,0
1372,James Lea Siliki,cm CMR,"CC,DL",Rennes,fr Ligue 1,22,1996,13.6,43,3.17,26,2,5,4,5,1,5,0.37,4,0,1,0,0,0
1373,Rafael Leão,pt POR,DL,Lille,fr Ligue 1,19,1999,14.3,25,1.75,18,0,2,1,3,1,6,0.42,5,0,1,0,0,0
1374,Mathew Leckie,au AUS,"DL,CC",Hertha BSC,de Bundesliga,27,1991,10.5,27,2.58,20,0,2,3,2,0,1,0.1,0,0,0,1,0,0
1375,Benjamin Lecomte,fr FRA,PO,Montpellier,fr Ligue 1,27,1991,37.0,10,0.27,6,4,0,0,0,0,1,0.03,1,0,0,0,0,0
1376,Pierre Lees-Melou,fr FRA,CC,Nice,fr Ligue 1,25,1993,26.6,74,2.78,50,11,1,6,5,1,3,0.11,2,1,0,0,0,0
1377,Jordan Lefort,fr FRA,DF,Amiens,fr Ligue 1,24,1993,20.0,13,0.65,11,1,0,1,0,0,1,0.05,1,0,0,0,0,0
1378,Wu Lei,cn CHN,"DL,CC",Espanyol,es La Liga,26,1991,11.8,23,1.95,14,0,2,4,1,2,2,0.17,1,0,0,1,0,0
1379,Tim Leibold,de GER,DF,Nürnberg,de Bundesliga,24,1993,30.7,81,2.64,46,21,1,5,6,2,3,0.1,1,1,0,0,1,0
1380,Lucas Leiva,br BRA,CC,Lazio,it Serie A,31,1987,22.1,53,2.4,41,6,0,1,1,4,4,0.18,4,0,0,0,0,0
1381,Florian Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,27,1991,11.7,13,1.11,11,0,0,1,1,0,1,0.09,1,0,0,0,0,0
1382,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,25,1993,2.3,3,1.28,2,1,0,0,0,0,1,0.43,1,0,0,0,0,0
1383,Thomas Lemar,fr FRA,CC,Atlético Madrid,es La Liga,22,1995,20.2,63,3.12,40,12,3,2,6,0,7,0.35,6,0,0,0,1,0
1384,Mario Lemina,ga GAB,CC,Southampton,eng Premier League,24,1993,17.9,48,2.68,38,0,5,2,3,0,4,0.22,1,0,0,2,1,0
1385,Mauricio Lemos,uy URU,DF,Sassuolo,it Serie A,22,1995,2.0,1,0.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1386,Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,23,1995,21.5,4,0.19,4,0,0,0,0,0,1,0.05,1,0,0,0,0,0
1387,Aaron Lennon,eng ENG,CC,Burnley,eng Premier League,31,1987,13.5,20,1.48,12,0,1,0,7,0,1,0.07,1,0,0,0,0,0
1388,Bernd Leno,de GER,PO,Arsenal,eng Premier League,26,1992,31.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1389,Pedro León,es ESP,"CC,DL",Eibar,es La Liga,31,1986,4.7,8,1.69,4,3,0,0,0,1,0,0.0,0,0,0,0,0,0
1390,Sergio León,es ESP,"DL,CC",Betis,es La Liga,29,1989,7.1,13,1.83,6,0,2,1,3,1,3,0.42,1,0,1,1,0,0
2783,Lukas Lerager,dk DEN,CC,Genoa,it Serie A,25,1993,26.9,53,3.96,45,0,1,0,4,3,3,0.21,3,0,0,0,0,0
1393,Mehdi Léris,dz ALG,"CC,DF",Chievo,it Serie A,20,1998,17.9,50,2.8,36,2,3,5,3,1,4,0.22,3,0,0,1,0,0
1394,Jefferson Lerma,co COL,CC,Bournemouth,eng Premier League,23,1994,27.8,43,1.54,30,1,3,2,2,5,1,0.04,0,0,0,0,1,0
1395,Robert Lewandowski,pl POL,DL,Bayern Munich,de Bundesliga,29,1988,32.9,134,4.08,80,0,13,25,13,3,25,0.76,11,0,5,7,0,2
1396,Igor Lewczuk,pl POL,DF,Bordeaux,fr Ligue 1,33,1985,5.0,2,0.4,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1397,Aaron Leya Iseka,be BEL,DL,Toulouse,fr Ligue 1,20,1997,16.0,25,1.56,19,0,3,1,2,0,2,0.12,1,0,1,0,0,0
1398,Stephan Lichtsteiner,ch SUI,DF,Arsenal,eng Premier League,34,1984,10.4,7,0.67,4,1,0,0,1,1,1,0.1,1,0,0,0,0,0
1399,Dimitri Liénard,fr FRA,"CC,DF",Strasbourg,fr Ligue 1,30,1988,14.3,34,2.37,13,17,0,1,2,1,3,0.21,0,3,0,0,0,0
1400,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,22,1996,6.8,6,0.88,3,1,1,0,0,1,1,0.15,0,1,0,0,0,0
1401,Lucas Lima,br BRA,"DF,DL",Nantes,fr Ligue 1,26,1991,27.7,96,3.46,58,29,1,1,6,1,7,0.25,4,2,0,1,0,0
1402,Anthony Limbombe,be BEL,DL,Nantes,fr Ligue 1,24,1994,13.7,62,4.51,44,0,4,6,7,1,5,0.36,4,0,0,1,0,0
1403,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,24,1994,28.9,13,0.45,10,0,1,1,0,1,1,0.03,1,0,0,0,0,0
1404,Karol Linetty,pl POL,CC,Sampdoria,it Serie A,23,1995,27.9,75,2.69,60,0,2,3,6,4,9,0.32,8,0,0,0,1,0
1405,Jesse Lingard,eng ENG,"DL,CC",Manchester Utd,eng Premier League,25,1992,18.5,59,3.19,46,2,4,3,3,1,12,0.65,6,1,2,1,2,0
1406,Pol Lirola,es ESP,"DF,CC",Sassuolo,it Serie A,20,1997,33.1,74,2.24,65,2,3,2,0,2,8,0.24,7,0,0,1,0,0
